name,description,price,imageUrl,categoryId,stockQuantity
Home Goods Fan 034,Tower fan with remote,59.00,https://loremflickr.com/600/400/fan?lock=7034,7,70
Home Goods Heater 035,Space heater ceramic,49.00,https://loremflickr.com/600/400/heater?lock=7035,7,80
Home Goods Scale 036,Digital bathroom scale,19.00,https://loremflickr.com/600/400/scale?lock=7036,7,200
Home Goods Mirror LED 037,LED bathroom mirror,89.00,https://loremflickr.com/600/400/mirror?lock=7037,7,45
Home Goods Soap Dispenser 038,Automatic soap dispenser,24.00,https://loremflickr.com/600/400/soap?lock=7038,7,140
Home Goods Toothbrush Holder 039,Wall toothbrush holder,14.00,https://loremflickr.com/600/400/toothbrush?lock=7039,7,150
Home Goods Shower Curtain 040,Waterproof shower curtain,19.00,https://loremflickr.com/600/400/shower?lock=7040,7,160
Home Goods Bath Mat 041,Memory foam bath mat,19.00,https://loremflickr.com/600/400/bathmat?lock=7041,7,170
Home Goods Towel Set 042,Cotton towel set 6‑pc,29.00,https://loremflickr.com/600/400/towel?lock=7042,7,150
Home Goods Soap Dish 043,Ceramic soap dish,8.00,https://loremflickr.com/600/400/soap?lock=7043,7,210
Home Goods Tissue Box 044,Wood tissue cover,12.00,https://loremflickr.com/600/400/tissue?lock=7044,7,220
Home Goods Storage Shelf 045,Bathroom storage shelf,34.00,https://loremflickr.com/600/400/shelf?lock=7045,7,100
Home Goods Laundry Rack 046,Folding drying rack,29.00,https://loremflickr.com/600/400/rack?lock=7046,7,140
Home Goods Shoe Rack 047,3‑tier shoe rack,24.00,https://loremflickr.com/600/400/shoerack?lock=7047,7,150
Home Goods Doormat 048,Rubber doormat,14.00,https://loremflickr.com/600/400/doormat?lock=7048,7,160
Home Goods Coat Rack 049,Wall coat hooks,19.00,https://loremflickr.com/600/400/coatrack?lock=7049,7,130
Home Goods Drawer Organizer 050,Drawer dividers set,19.00,https://loremflickr.com/600/400/organizer?lock=7050,7,170

Clothing & Apparel Jeans 001,Straight fit denim jeans,49.00,https://loremflickr.com/600/400/jeans?lock=8001,8,150
Clothing & Apparel T‑Shirt 002,Cotton crew neck T‑shirt,14.99,https://loremflickr.com/600/400/tshirt?lock=8002,8,320
Clothing & Apparel Hoodie 003,Soft fleece hoodie,39.50,https://loremflickr.com/600/400/hoodie?lock=8003,8,170
Clothing & Apparel Jacket 004,Lightweight windbreaker,59.00,https://loremflickr.com/600/400/jacket?lock=8004,8,120
Clothing & Apparel Coat 005,Wool blend coat,129.00,https://loremflickr.com/600/400/coat?lock=8005,8,60
Clothing & Apparel Skirt 006,High‑waist midi skirt,39.00,https://loremflickr.com/600/400/skirt?lock=8006,8,110
Clothing & Apparel Dress 007,Floral summer dress,59.00,https://loremflickr.com/600/400/dress?lock=8007,8,95
Clothing & Apparel Shorts 008,Cotton chino shorts,24.00,https://loremflickr.com/600/400/shorts?lock=8008,8,140
Clothing & Apparel Leggings 009,High‑waist leggings,29.00,https://loremflickr.com/600/400/leggings?lock=8009,8,170
Clothing & Apparel Sports Bra 010,Medium support bra,24.00,https://loremflickr.com/600/400/sportsbra?lock=8010,8,110
Clothing & Apparel Polo 011,Classic pique polo,29.00,https://loremflickr.com/600/400/polo?lock=8011,8,190
Clothing & Apparel Shirt 012,Oxford cotton shirt,39.00,https://loremflickr.com/600/400/shirt?lock=8012,8,180
Clothing & Apparel Blazer 013,Single‑breasted blazer,99.00,https://loremflickr.com/600/400/blazer?lock=8013,8,65
Clothing & Apparel Suit 014,Two‑piece suit,199.00,https://loremflickr.com/600/400/suit?lock=8014,8,40
Clothing & Apparel Sweater 015,Wool crew sweater,59.00,https://loremflickr.com/600/400/sweater?lock=8015,8,95
Clothing & Apparel Cardigan 016,Knit cardigan,49.00,https://loremflickr.com/600/400/cardigan?lock=8016,8,75
Clothing & Apparel Tracksuit 017,Zip hoodie + joggers,79.00,https://loremflickr.com/600/400/tracksuit?lock=8017,8,85
Clothing & Apparel Loafers 018,Leather loafers,79.00,https://loremflickr.com/600/400/loafers?lock=8018,8,70
Clothing & Apparel Running Shoes 019,Cushioned runners,79.00,https://loremflickr.com/600/400/runningshoes?lock=8019,8,160
Clothing & Apparel Hiking Boots 020,Waterproof boots,99.00,https://loremflickr.com/600/400/hikingboots?lock=8020,8,60
Clothing & Apparel Heels 021,Pointed toe heels,69.00,https://loremflickr.com/600/400/heels?lock=8021,8,90
Clothing & Apparel Flats 022,Ballet flats, round toe,29.00,https://loremflickr.com/600/400/flats?lock=8022,8,120
Clothing & Apparel Sandals 023,Flat sandals,24.99,https://loremflickr.com/600/400/sandals?lock=8023,8,140
Clothing & Apparel Slippers 024,Memory foam slippers,19.00,https://loremflickr.com/600/400/slippers?lock=8024,8,140
Clothing & Apparel Nightwear 025,Cotton pajama set,29.00,https://loremflickr.com/600/400/pajamas?lock=8025,8,130
Clothing & Apparel Socks 026,Ankle socks 6‑pack,12.00,https://loremflickr.com/600/400/socks?lock=8026,8,260
Clothing & Apparel Tie 027,Silk tie, classic width,19.00,https://loremflickr.com/600/400/tie?lock=8027,8,150
Clothing & Apparel Belt 028,Leather belt,29.00,https://loremflickr.com/600/400/belt?lock=8028,8,160
Clothing & Apparel Wallet 029,Bifold wallet,39.00,https://loremflickr.com/600/400/wallet?lock=8029,8,120
Clothing & Apparel Cap 030,Baseball cap,15.00,https://loremflickr.com/600/400/cap?lock=8030,8,180
Clothing & Apparel Scarf 031,Cashmere blend scarf,34.00,https://loremflickr.com/600/400/scarf?lock=8031,8,100
Clothing & Apparel Gloves 032,Leather gloves,29.00,https://loremflickr.com/600/400/gloves?lock=8032,8,90
Clothing & Apparel Beanie 033,Knit beanie,19.00,https://loremflickr.com/600/400/beanie?lock=8033,8,140
Clothing & Apparel Necklace 034,Pendant necklace,29.00,https://loremflickr.com/600/400/necklace?lock=8034,8,110
Clothing & Apparel Bracelet 035,Link bracelet,24.00,https://loremflickr.com/600/400/bracelet?lock=8035,8,140
Clothing & Apparel Earrings 036,Hoop earrings,19.00,https://loremflickr.com/600/400/earrings?lock=8036,8,150
Clothing & Apparel Watch 037,Minimal watch,99.00,https://loremflickr.com/600/400/watch?lock=8037,8,75
Clothing & Apparel Backpack 038,Canvas backpack,49.00,https://loremflickr.com/600/400/backpack?lock=8038,8,120
Clothing & Apparel Duffel 039,Weekend duffel,59.00,https://loremflickr.com/600/400/duffelbag?lock=8039,8,70
Clothing & Apparel Sunglasses 040,Wayfarer sunglasses,45.00,https://loremflickr.com/600/400/sunglasses?lock=8040,8,130
Clothing & Apparel Shoes 041,Leather oxfords,89.00,https://loremflickr.com/600/400/oxfords?lock=8041,8,60
Clothing & Apparel Boots 042,Chelsea boots,99.00,https://loremflickr.com/600/400/boots?lock=8042,8,70
Clothing & Apparel Raincoat 043,Packable raincoat,49.00,https://loremflickr.com/600/400/raincoat?lock=8043,8,90
Clothing & Apparel Vest 044,Light puffer vest,39.00,https://loremflickr.com/600/400/vest?lock=8044,8,110
Clothing & Apparel Coat 045,Trench coat,129.00,https://loremflickr.com/600/400/trenchcoat?lock=8045,8,50
Clothing & Apparel Blouse 046,Silky blouse,39.00,https://loremflickr.com/600/400/blouse?lock=8046,8,100
Clothing & Apparel Card Holder 047,Leather card holder,19.00,https://loremflickr.com/600/400/cardholder?lock=8047,8,140
Clothing & Apparel Crossbody 048,Crossbody bag,69.00,https://loremflickr.com/600/400/crossbody?lock=8048,8,80
Clothing & Apparel Tote 049,Canvas tote bag,24.00,https://loremflickr.com/600/400/tote?lock=8049,8,160
Clothing & Apparel Briefcase 050,Leather briefcase,129.00,https://loremflickr.com/600/400/briefcase?lock=8050,8,40

Toys & Games Blocks 001,Creative building blocks 500‑pc,29.99,https://loremflickr.com/600/400/blocks?lock=9001,9,190
Toys & Games Action Figure 002,Poseable action figure,19.50,https://loremflickr.com/600/400/actionfigure?lock=9002,9,150
Toys & Games Board Game 003,Strategy board game,34.00,https://loremflickr.com/600/400/boardgame?lock=9003,9,120
Toys & Games Doll 004,Classic doll with outfit,24.00,https://loremflickr.com/600/400/doll?lock=9004,9,140
Toys & Games Puzzle 005,1000‑piece jigsaw puzzle,19.00,https://loremflickr.com/600/400/puzzle?lock=9005,9,160
Toys & Games RC Car 006,Remote control car,29.00,https://loremflickr.com/600/400/rccar?lock=9006,9,130
Toys & Games Train Set 007,Wooden train set,24.00,https://loremflickr.com/600/400/train?lock=9007,9,150
Toys & Games Play Kitchen 008,Kids play kitchen set,59.00,https://loremflickr.com/600/400/kitchen?lock=9008,9,70
Toys & Games Nerf Blaster 009,Foam dart blaster,24.00,https://loremflickr.com/600/400/blaster?lock=9009,9,120
Toys & Games Kite 010,Delta stunt kite,19.00,https://loremflickr.com/600/400/kite?lock=9010,9,150
Toys & Games Yo‑Yo 011,Aluminum yo‑yo,12.00,https://loremflickr.com/600/400/yoyo?lock=9011,9,180
Toys & Games Marble Run 012,Marble run 200‑pc,29.00,https://loremflickr.com/600/400/marble?lock=9012,9,140
Toys & Games Robot Kit 013,STEM robot kit,39.00,https://loremflickr.com/600/400/robot?lock=9013,9,110
Toys & Games Telescope 014,Beginner telescope,49.00,https://loremflickr.com/600/400/telescope?lock=9014,9,80
Toys & Games Microscope 015,Kids microscope set,39.00,https://loremflickr.com/600/400/microscope?lock=9015,9,90
Toys & Games Slime Kit 016,DIY slime kit,14.00,https://loremflickr.com/600/400/slime?lock=9016,9,160
Toys & Games Craft Kit 017,Paper craft kit,12.00,https://loremflickr.com/600/400/craft?lock=9017,9,170
Toys & Games Paint Set 018,Washable paint set,16.00,https://loremflickr.com/600/400/paint?lock=9018,9,160
Toys & Games Blocks 019,Mega blocks 1000‑pc,39.00,https://loremflickr.com/600/400/blocks?lock=9019,9,110
Toys & Games Dollhouse 020,Wooden dollhouse,59.00,https://loremflickr.com/600/400/dollhouse?lock=9020,9,70
Toys & Games Puzzle 021,500‑pc puzzle,14.00,https://loremflickr.com/600/400/puzzle?lock=9021,9,170
Toys & Games Figurine Set 022,Fantasy figurine set,24.00,https://loremflickr.com/600/400/figurine?lock=9022,9,130
Toys & Games RC Drone 023,Mini RC drone,29.00,https://loremflickr.com/600/400/drone?lock=9023,9,90
Toys & Games Blocks 024,Classic blocks 300‑pc,24.00,https://loremflickr.com/600/400/blocks?lock=9024,9,150
Toys & Games Board Game 025,Family board game,29.00,https://loremflickr.com/600/400/boardgame?lock=9025,9,140
Toys & Games Card Game 026,Strategy card game,19.00,https://loremflickr.com/600/400/cards?lock=9026,9,150
Toys & Games Dice Set 027,Polyhedral dice set,9.00,https://loremflickr.com/600/400/dice?lock=9027,9,200
Toys & Games Plush Bear 028,Soft plush bear,19.00,https://loremflickr.com/600/400/plush?lock=9028,9,180
Toys & Games Plush Bunny 029,Plush bunny toy,19.00,https://loremflickr.com/600/400/plush?lock=9029,9,170
Toys & Games RC Boat 030,Remote control boat,29.00,https://loremflickr.com/600/400/boat?lock=9030,9,120
Toys & Games RC Helicopter 031,Remote helicopter,34.00,https://loremflickr.com/600/400/helicopter?lock=9031,9,110
Toys & Games Science Kit 032,Kids science kit,29.00,https://loremflickr.com/600/400/science?lock=9032,9,140
Toys & Games Math Game 033,Math puzzle game,19.00,https://loremflickr.com/600/400/math?lock=9033,9,160
Toys & Games Alphabet Set 034,Alphabet learning set,14.00,https://loremflickr.com/600/400/alphabet?lock=9034,9,170
Toys & Games Numbers Set 035,Numbers learning set,14.00,https://loremflickr.com/600/400/numbers?lock=9035,9,170
Toys & Games Train 036,Electric train set,49.00,https://loremflickr.com/600/400/train?lock=9036,9,90
Toys & Games Track 037,Track expansion pack,14.00,https://loremflickr.com/600/400/track?lock=9037,9,160
Toys & Games Marble Run 038,Marble run 300‑pc,34.00,https://loremflickr.com/600/400/marble?lock=9038,9,120
Toys & Games RC Truck 039,RC monster truck,39.00,https://loremflickr.com/600/400/truck?lock=9039,9,100
Toys & Games RC Tank 040,Remote control tank,39.00,https://loremflickr.com/600/400/tank?lock=9040,9,90
Toys & Games Puzzle 041,Kids floor puzzle,12.00,https://loremflickr.com/600/400/puzzle?lock=9041,9,190
Toys & Games Kite 042,Diamond kite,12.00,https://loremflickr.com/600/400/kite?lock=9042,9,200
Toys & Games Sand Kit 043,Sand play set,16.00,https://loremflickr.com/600/400/sand?lock=9043,9,150
Toys & Games Water Gun 044,Water blaster,14.00,https://loremflickr.com/600/400/watergun?lock=9044,9,150
Toys & Games Bubble Maker 045,Electric bubble maker,19.00,https://loremflickr.com/600/400/bubble?lock=9045,9,140
Toys & Games Scooter 046,Kids kick scooter,29.00,https://loremflickr.com/600/400/scooter?lock=9046,9,120
Toys & Games Skateboard 047,Mini skateboard,29.00,https://loremflickr.com/600/400/skateboard?lock=9047,9,110
Toys & Games Basketball Hoop 048,Door‑mounted hoop,19.00,https://loremflickr.com/600/400/basketball?lock=9048,9,150
Toys & Games Football 049,Soft foam football,14.00,https://loremflickr.com/600/400/football?lock=9049,9,160
Toys & Games Baseball Set 050,Bat & ball set,19.00,https://loremflickr.com/600/400/baseball?lock=9050,9,140

Sports & Fitness Dumbbells 001,Hex dumbbells 20lb pair,49.99,https://loremflickr.com/600/400/dumbbells?lock=10001,10,110
Sports & Fitness Treadmill 002,Compact foldable treadmill,399.00,https://loremflickr.com/600/400/treadmill?lock=10002,10,36
Sports & Fitness Fitness Tracker 003,Heart‑rate, sleep, steps,59.99,https://loremflickr.com/600/400/fitness?lock=10003,10,175
Sports & Fitness Kettlebell 004,Cast iron kettlebell 16kg,49.00,https://loremflickr.com/600/400/kettlebell?lock=10004,10,120
Sports & Fitness Barbell 005,Olympic barbell 20kg,129.00,https://loremflickr.com/600/400/barbell?lock=10005,10,60
Sports & Fitness Plates 006,Bumper plates 2x10kg,99.00,https://loremflickr.com/600/400/plates?lock=10006,10,70
Sports & Fitness Bench 007,Adjustable workout bench,119.00,https://loremflickr.com/600/400/bench?lock=10007,10,50
Sports & Fitness Rack 008,Squat rack, pull‑up bar,299.00,https://loremflickr.com/600/400/rack?lock=10008,10,30
Sports & Fitness Bands 009,Resistance bands set,19.00,https://loremflickr.com/600/400/bands?lock=10009,10,240
Sports & Fitness Rope 010,Speed jump rope,9.00,https://loremflickr.com/600/400/jumprope?lock=10010,10,260
Sports & Fitness Mat 011,Exercise mat 8mm,24.00,https://loremflickr.com/600/400/mat?lock=10011,10,200
Sports & Fitness Ball 012,Stability ball 65cm,19.00,https://loremflickr.com/600/400/ball?lock=10012,10,220
Sports & Fitness Wheel 013,Ab roller wheel,14.00,https://loremflickr.com/600/400/abroller?lock=10013,10,230
Sports & Fitness Grips 014,Hand grip strengthener,12.00,https://loremflickr.com/600/400/grip?lock=10014,10,240
Sports & Fitness Push Up Bars 015,Push‑up bars, non‑slip,14.00,https://loremflickr.com/600/400/pushup?lock=10015,10,220
Sports & Fitness Dip Station 016,Home dip station,129.00,https://loremflickr.com/600/400/dip?lock=10016,10,40
Sports & Fitness Pull‑Up Bar 017,Doorframe pull‑up bar,29.00,https://loremflickr.com/600/400/pullup?lock=10017,10,140
Sports & Fitness Bike 018,Indoor cycling bike,199.00,https://loremflickr.com/600/400/exercisebike?lock=10018,10,45
Sports & Fitness Rower 019,Magnetic rowing machine,249.00,https://loremflickr.com/600/400/rower?lock=10019,10,35
Sports & Fitness Elliptical 020,Compact elliptical,279.00,https://loremflickr.com/600/400/elliptical?lock=10020,10,30
Sports & Fitness Ski Trainer 021,Cardio ski trainer,299.00,https://loremflickr.com/600/400/ski?lock=10021,10,20
Sports & Fitness Stepper 022,Mini stepper,89.00,https://loremflickr.com/600/400/stepper?lock=10022,10,70
Sports & Fitness Bench Press 023,Flat bench press,149.00,https://loremflickr.com/600/400/bench?lock=10023,10,40
Sports & Fitness Smith Machine 024,Multi‑function smith machine,699.00,https://loremflickr.com/600/400/smith?lock=10024,10,10
Sports & Fitness Medicine Ball 025,Medicine ball 6kg,24.00,https://loremflickr.com/600/400/medicineball?lock=10025,10,120
Sports & Fitness Foam Roller 026,High‑density foam roller,19.00,https://loremflickr.com/600/400/foamroller?lock=10026,10,180
Sports & Fitness Ankle Weights 027,Pair 2x1.5kg,16.00,https://loremflickr.com/600/400/ankleweights?lock=10027,10,160
Sports & Fitness Weight Belt 028,Lifting belt leather,34.00,https://loremflickr.com/600/400/weightbelt?lock=10028,10,80
Sports & Fitness Chalk 029,Gym chalk blocks,9.00,https://loremflickr.com/600/400/chalk?lock=10029,10,200
Sports & Fitness Straps 030,Lifting straps,12.00,https://loremflickr.com/600/400/straps?lock=10030,10,170
Sports & Fitness Gloves 031,Training gloves,14.00,https://loremflickr.com/600/400/gloves?lock=10031,10,160
Sports & Fitness Timer 032,Interval timer,19.00,https://loremflickr.com/600/400/timer?lock=10032,10,150
Sports & Fitness Bottle 033,Shaker bottle 700ml,9.00,https://loremflickr.com/600/400/bottle?lock=10033,10,260
Sports & Fitness Gym Bag 034,Training gym bag,29.00,https://loremflickr.com/600/400/bag?lock=10034,10,120
Sports & Fitness Spring Bar 035,Chest expander,14.00,https://loremflickr.com/600/400/expander?lock=10035,10,160
Sports & Fitness Parallettes 036,Push‑up parallettes,29.00,https://loremflickr.com/600/400/parallettes?lock=10036,10,110
Sports & Fitness Plyo Box 037,Plyometric box 50cm,69.00,https://loremflickr.com/600/400/plyo?lock=10037,10,70
Sports & Fitness Battle Rope 038,Battle rope 9m,59.00,https://loremflickr.com/600/400/rope?lock=10038,10,80
Sports & Fitness Sled 039,Training sled,129.00,https://loremflickr.com/600/400/sled?lock=10039,10,25
Sports & Fitness Agility Ladder 040,Agility ladder,12.00,https://loremflickr.com/600/400/ladder?lock=10040,10,190
Sports & Fitness Cones 041,Training cones 12‑pc,9.00,https://loremflickr.com/600/400/cones?lock=10041,10,220
Sports & Fitness Bands Loop 042,Mini loop bands set,9.00,https://loremflickr.com/600/400/bands?lock=10042,10,240
Sports & Fitness Massage Ball 043,Massage ball,6.00,https://loremflickr.com/600/400/massage?lock=10043,10,230
Sports & Fitness Gym Rings 044,Wooden gym rings,39.00,https://loremflickr.com/600/400/rings?lock=10044,10,60
Sports & Fitness Slant Board 045,Calf stretch board,39.00,https://loremflickr.com/600/400/board?lock=10045,10,70
Sports & Fitness Wrist Wraps 046,Wrist wraps pair,9.00,https://loremflickr.com/600/400/wristwraps?lock=10046,10,220
Sports & Fitness Knee Sleeves 047,Knee sleeves pair,19.00,https://loremflickr.com/600/400/kneesleeves?lock=10047,10,180
Sports & Fitness Elbow Sleeves 048,Elbow sleeves pair,19.00,https://loremflickr.com/600/400/elbowsleeves?lock=10048,10,170
Sports & Fitness Weight Tree 049,Plate storage tree,59.00,https://loremflickr.com/600/400/weightrack?lock=10049,10,40
Sports & Fitness Bar Pad 050,Barbell pad,9.00,https://loremflickr.com/600/400/barbell?lock=10050,10,220 